SpaciiScores	PathogenScores
3.2706405540113224	-1.770889307745449
3.684777729335366	-1.2427210667366637
5.1483877133144915	-3.0272952257629697
3.252797028999595	-3.4143048211278995
5.259420899294554	-5.334167948304952
2.7347010403016725	-4.605996490926998
6.316070123683744	-1.8136557734202938
1.9749688651777717	-4.49320681126494
4.84995997621121	-0.33565963290530476
4.552442558766302	-7.1053740620907035
3.2241426875985724	-1.397945268946529
6.723806495991624	-2.4161331725717616
4.004090121242342	-4.131215105423479
4.771434573529774	-6.069607888859821
6.641430700701818	-3.520050430916598
1.8518784292494956	-1.4822604160183914
2.9581814375230238	-1.146468002067138
2.0096866200321415	-7.1164776423084675
6.134633251285749	1.6323305396416856
2.953986417404934	-6.19175791132929
2.0473750951105956	-1.4450873439218128
3.613874057340155	-2.4242437007588933
5.057462476303101	-4.584291131933014
3.653400786660967	-5.204689044817258
1.1410294642767553	-0.43974064414706504
4.414598273364021	-2.142673009028897
0.982516716916308	1.6714631846597854
0.901923886048678	-4.205000765292937
2.4009083281014227	-4.230288671855561
4.993164872815896	-4.911317042826511
6.571322393509348	-2.2317223579749452
5.4559371828784435	-1.6608059140534692
3.9938679490750815	-7.816769026102548
3.8553743379294474	-6.785729070756446
5.163635765030961	-7.34036064692026
5.360771932818864	-5.608053382007284
1.9059357222530195	-2.8837752811087682
2.293043483185045	-1.6258248371344735
-1.7982013410302216	-3.6551060540023173
3.7537857125846017	-3.225977860689909
5.158903777619514	-3.2928113181077094
1.144622889367099	-1.9198159271824693
4.112904590189032	-1.237616194464664
1.2371567874343725	-0.1664084531661274
5.8538974422194485	-1.2727404514836564
-2.1235202003872757	-9.374354823141942
2.8550462831397283	1.0684275324165355
6.573404441050371	-3.432947231049269
0.0847721588280308	-4.352949448952444
0.5656457092464393	-5.800068196134475
-2.2824728379169983	-2.915449955290967
1.9116026164999198	-4.587094518400562
0.6366646532479479	-6.339712710319247
2.397481278062486	-3.422998403314068
3.718853569517023	-4.016330590519999
5.6686324171379	-2.314398801346556
1.8712879707275647	-4.339393159749648
2.7710378633518644	-0.6949310916072591
0.3929051774327377	-4.6363258973124175
0.4125877248954737	-1.252471182174304
3.1137640938136997	-0.6236549775183278
6.120076332543874	-2.308012672354039
4.403263578049945	-4.079339693244833
2.081845296255892	-1.363069142759997
-0.010745191582998359	-2.0298548325380636
2.1999617052436236	-0.19679516045047762
1.4047482848659456	2.08706398179433
0.7376579160213055	1.0151745852303122
1.9571191886612098	-1.8734359347056682
5.265623873133393	-2.817392290984344
4.667413855012256	3.6738610089413726
0.7656104223865441	-2.930247651922002
3.4728597419558014	-4.457240802592878
0.28802729753644485	-2.8608553057455595
2.6482798929515354	-6.377341908046731
0.38803821742720856	-6.577143829621804
2.331313634401482	-1.5528213443377297
4.133753156627165	-1.616463046776147
7.464392652759841	-9.841512390798101
7.004797331853325	-3.3439103756612383
0.721350586921119	0.9602464995564901
4.32136944905136	-3.3771563628666
9.715101054542913	1.7970592718773446
1.2795662848230336	-5.591711862701118
-3.243494665519364	-0.7573284476927711
0.5347635960749528	-5.536296025761402
4.322461903156352	-3.707228590373461
0.9786581651222832	-1.5775571010200622
3.7640015319588827	-8.00036703733494
-0.9221592618990542	7.139105774320342
7.582735991034355	-0.21459235783839858
2.7199860258760964	-6.846712949115073
7.3870392518030314	-6.442706020673711
6.527652301781899	-1.129396427920227
4.955128031099235	-4.980145820996114
3.432829509574077	-2.61920848818491
-0.6761395000380901	-7.817788139642147
3.646036712044179	-4.917734979507173
0.5559740096706207	-4.423120796092348
4.562255656906359	-1.433179647019415
-0.5807967980618969	-1.0405294090264476
1.6264535596224619	-1.5899961090251225
3.0396147915979554	0.24266868081292614
0.8341713774309483	-5.337925481186147
-1.9313988254194214	-0.6440317914299385
-1.2987604528173335	-1.832341679449371
